name,price,first_name,last_name,above_100
melissa holt,252.2818438,Melissa,Holt,true
eric valenzuela,176.52775,Eric,Valenzuela,true
anthony hardy,4.902725495,Anthony,Hardy,
karen johnson,49.41029242,Karen,Johnson,
richard hunt,249.7511997,Richard,Hunt,true
karen robertson,1.710967532,Karen,Robertson,
adam jones,56.93252133,Adam,Jones,
jonathan fuller,14.71921636,Jonathan,Fuller,
jason harris,151.4305855,Jason,Harris,true
danielle hill,179.8454001,Danielle,Hill,true
seth freeman,224.5526336,Seth,Freeman,true
joseph davis,97.09676869,Joseph,Davis,
sonya reyes,209.9855308,Sonya,Reyes,true
michael castro,243.1786308,Michael,Castro,true
jonathan collins,101.4620676,Jonathan,Collins,true
eric hayes,279.9732949,Eric,Hayes,true
eric moore,77.4205876,Eric,Moore,
veronica estes,270.8232516,Veronica,Estes,true
timothy aguilar,133.1135532,Timothy,Aguilar,true
taylor hunt,138.2042127,Taylor,Hunt,true
michael clarke,128.9532357,Michael,Clarke,true
cheryl morse,275.7612746,Cheryl,Morse,true
jose page,184.058919,Jose,Page,true
matthew kramer,265.3917788,Matthew,Kramer,true
regina barrera,185.2134145,Regina,Barrera,true
sean george,53.76304189,Sean,George,
cody hernandez,180.9265991,Cody,Hernandez,true
hunter smith,175.2181525,Hunter,Smith,true
andrea burke,256.3026305,Andrea,Burke,true
elizabeth patterson,290.1129725,Elizabeth,Patterson,true
austin rhodes,158.1182472,Austin,Rhodes,true
maurice thompson,224.1265422,Maurice,Thompson,true
richard martinez,86.96423972,Richard,Martinez,
brian hernandez,42.67025555,Brian,Hernandez,
samantha shields,149.8952175,Samantha,Shields,true
joseph walker,282.0494042,Joseph,Walker,true
tracy hernandez,215.0596081,Tracy,Hernandez,true
vicki fox,41.51250582,Vicki,Fox,
louis campos,277.9062585,Louis,Campos,true
justin scott,208.0660064,Justin,Scott,true
megan vaughn,289.9564106,Megan,Vaughn,true
mary hughes,15.21373926,Mary,Hughes,
anita fleming,58.24742383,Anita,Fleming,
alyssa melendez,273.6593194,Alyssa,Melendez,true
joshua foster,253.4093833,Joshua,Foster,true
lisa smith,203.9611381,Lisa,Smith,true
kathy lee,265.446304,Kathy,Lee,true
bethany park,233.6891667,Bethany,Park,true
joshua butler,239.8213879,Joshua,Butler,true
danielle potter,204.5385362,Danielle,Potter,true
kenneth robinson,152.7840745,Kenneth,Robinson,true
eric pineda,111.0479315,Eric,Pineda,true
james dorsey,68.90463624,James,Dorsey,
michael miller,129.6049475,Michael,Miller,true
danielle martinez,45.94938674,Danielle,Martinez,
gary young,212.2982372,Gary,Young,true
lisa decker,275.7158848,Lisa,Decker,true
kayla randolph,232.8220215,Kayla,Randolph,true
peggy thompson,124.4664752,Peggy,Thompson,true
alex cooper,170.205336,Alex,Cooper,true
joanne wilson,229.6136723,Joanne,Wilson,true
maria adams,141.7128665,Maria,Adams,true
julie horton,276.5816247,Julie,Horton,true
jeffrey galvan,210.5061915,Jeffrey,Galvan,true
christopher johnson,268.63027,Christopher,Johnson,true
jennifer arias,59.59468056,Jennifer,Arias,
jocelyn bell,84.95454821,Jocelyn,Bell,
eric brown,133.4007225,Eric,Brown,true
devon wright,29.21576875,Devon,Wright,
rodney robles,158.9838923,Rodney,Robles,true
kara austin,271.4672561,Kara,Austin,true
jeffrey tanner,203.7433126,Jeffrey,Tanner,true
shaun nunez,153.1987664,Shaun,Nunez,true
daniel mccall,143.271503,Daniel,Mccall,true
frank owen,233.2015374,Frank,Owen,true
beth johnson,128.7923576,Beth,Johnson,true
joshua clark,190.9113668,Joshua,Clark,true
gary jones,52.3166247,Gary,Jones,
nancy brown,115.9584052,Nancy,Brown,true
megan roach,18.68239346,Megan,Roach,
lucas ross,221.1269463,Lucas,Ross,true
jerry tucker,29.95199198,Jerry,Tucker,
timothy robles,76.08225475,Timothy,Robles,
christopher goodwin,78.12233209,Christopher,Goodwin,
philip wilson,22.8431316,Philip,Wilson,
carrie davis,295.0481315,Carrie,Davis,true
michael daniel,229.951577,Michael,Daniel,true
bryan valenzuela,236.1493796,Bryan,Valenzuela,true
robin garner,79.14737521,Robin,Garner,
angel thompson,284.7302014,Angel,Thompson,true
christopher morgan,216.0131402,Christopher,Morgan,true
brittany walker,163.1107737,Brittany,Walker,true
shelby mann,110.9021852,Shelby,Mann,true
jodi wells,44.01734436,Jodi,Wells,
terri gibson,92.36081224,Terri,Gibson,
vanessa hernandez,105.2534499,Vanessa,Hernandez,true
maria russell,114.1452708,Maria,Russell,true
stacy moses,126.6504703,Stacy,Moses,true
amanda schneider,288.471694,Amanda,Schneider,true
catherine lopez,182.0171244,Catherine,Lopez,true
amanda white,12.31889758,Amanda,White,
karina spencer,128.1490023,Karina,Spencer,true
deborah warren,139.7675022,Deborah,Warren,true
erica dixon,168.6031566,Erica,Dixon,true
barbara gray,140.7466665,Barbara,Gray,true
deanna watson,264.5411986,Deanna,Watson,true
michael cox,136.7864833,Michael,Cox,true
amy myers,92.16016851,Amy,Myers,
patrick hunter,170.4134515,Patrick,Hunter,true
marvin murphy,212.4152504,Marvin,Murphy,true
janice graves,223.7037682,Janice,Graves,true
brooke pierce,171.9383085,Brooke,Pierce,true
adam wells,280.2602417,Adam,Wells,true
amanda atkins,283.4268495,Amanda,Atkins,true
gary ruiz,132.504823,Gary,Ruiz,true
tina wallace,72.91326395,Tina,Wallace,
casey oconnell,16.79606077,Casey,Oconnell,
nancy mendoza,281.3890295,Nancy,Mendoza,true
luis nguyen,34.19827441,Luis,Nguyen,
william graves,111.5016422,William,Graves,true
sean brennan,269.2286668,Sean,Brennan,true
matthew sellers,53.50349547,Matthew,Sellers,
dorothy bradley,199.459603,Dorothy,Bradley,true
haley flores,252.2914062,Haley,Flores,true
melissa johnson,32.70467677,Melissa,Johnson,
samuel tran,199.8864146,Samuel,Tran,true
amanda patterson,49.03325819,Amanda,Patterson,
albert roach,183.3743011,Albert,Roach,true
jamie huffman,36.83993962,Jamie,Huffman,
james hamilton,265.6302103,James,Hamilton,true
joseph bird,18.06044758,Joseph,Bird,
sarah contreras,141.4141417,Sarah,Contreras,true
joshua house,65.77031576,Joshua,House,
tamara molina,255.2535664,Tamara,Molina,true
max maxwell,240.0443014,Max,Maxwell,true
jason daniels,269.6365982,Jason,Daniels,true
jordan coleman,250.0974184,Jordan,Coleman,true
jasmine jones,33.93281405,Jasmine,Jones,
jessica garcia,231.8803086,Jessica,Garcia,true
aaron george,138.812708,Aaron,George,true
chelsey anderson,41.35053236,Chelsey,Anderson,
rebecca perez,146.2313884,Rebecca,Perez,true
duane thompson,75.06433497,Duane,Thompson,
curtis clayton,138.0563371,Curtis,Clayton,true
george gonzalez,221.5737986,George,Gonzalez,true
casey ford,94.18806784,Casey,Ford,
margaret johnston,61.24599434,Margaret,Johnston,
eric mcclure,238.8775355,Eric,Mcclure,true
nathan taylor,4.820334075,Nathan,Taylor,
kayla parker,222.3600766,Kayla,Parker,true
doris obrien,206.9493221,Doris,Obrien,true
brooke taylor,34.74615015,Brooke,Taylor,
kathryn garrett,266.1885038,Kathryn,Garrett,true
john cruz,205.1406652,John,Cruz,true
christina cannon,98.5941474,Christina,Cannon,
susan lewis,269.3323662,Susan,Lewis,true
pamela sanchez,193.7780783,Pamela,Sanchez,true
stacey wiley,200.3904296,Stacey,Wiley,true
melissa johnson,201.4509484,Melissa,Johnson,true
lori morris,38.0476094,Lori,Morris,
daniel soto,225.1621402,Daniel,Soto,true
karl davis,92.08925112,Karl,Davis,
lisa graves,122.8564118,Lisa,Graves,true
eric ray,178.344085,Eric,Ray,true
mark garcia,229.2470277,Mark,Garcia,true
allison alvarez,275.3024614,Allison,Alvarez,true
rachel williams,44.81715456,Rachel,Williams,
linda mitchell,47.44468727,Linda,Mitchell,
david shelton,158.7084813,David,Shelton,true
vanessa long,121.744973,Vanessa,Long,true
misty martin,176.9310069,Misty,Martin,true
daniel gregory,132.8910493,Daniel,Gregory,true
mitchell jones,253.9716803,Mitchell,Jones,true
dawn scott,246.036131,Dawn,Scott,true
emily horn,287.4666523,Emily,Horn,true
catherine george,14.61491995,Catherine,George,
hunter carlson,218.0977601,Hunter,Carlson,true
thomas baldwin,275.4145594,Thomas,Baldwin,true
amy sellers,91.87350268,Amy,Sellers,
alicia clark,241.5859155,Alicia,Clark,true
sara lewis,158.863849,Sara,Lewis,true
ashley lopez,77.89293291,Ashley,Lopez,
terry alvarado,161.9498178,Terry,Alvarado,true
danielle sandoval,83.13645641,Danielle,Sandoval,
jesse jones,214.8029616,Jesse,Jones,true
lisa hess,133.2037916,Lisa,Hess,true
christina mason,284.4863867,Christina,Mason,true
mary bell,32.08889594,Mary,Bell,
martin ramirez,1.10921244,Martin,Ramirez,
stacy smith,161.8260635,Stacy,Smith,true
carla rodriguez,113.1454481,Carla,Rodriguez,true
johnny stout,134.002236,Johnny,Stout,true
jennifer rodriguez,256.0154481,Jennifer,Rodriguez,true
michelle thompson,196.6754605,Michelle,Thompson,true
lisa lyons,148.9559785,Lisa,Lyons,true
michael coleman,262.2090763,Michael,Coleman,true
lindsey williams,99.95620763,Lindsey,Williams,
karen hoffman,186.1046153,Karen,Hoffman,true
jenny jones,189.5577104,Jenny,Jones,true
steven knight,282.995761,Steven,Knight,true
michael franklin,116.8742571,Michael,Franklin,true
mason ross,235.5549236,Mason,Ross,true
terry levine,151.5220714,Terry,Levine,true
catherine fletcher,36.59268024,Catherine,Fletcher,
deanna jones,196.9406069,Deanna,Jones,true
christopher mitchell,22.42047146,Christopher,Mitchell,
john owens,191.4434257,John,Owens,true
stephanie davis,287.1991494,Stephanie,Davis,true
joseph ford,264.9354841,Joseph,Ford,true
matthew russell,141.2492947,Matthew,Russell,true
danielle burke,75.90363417,Danielle,Burke,
stephanie cunningham,220.9939809,Stephanie,Cunningham,true
brian proctor,263.6358197,Brian,Proctor,true
michael swanson,291.5713603,Michael,Swanson,true
daniel santos,49.26348169,Daniel,Santos,
april hoffman,203.4855796,April,Hoffman,true
stephanie thomas,249.666722,Stephanie,Thomas,true
brianna garcia,183.3322335,Brianna,Garcia,true
shannon berger,125.2597844,Shannon,Berger,true
kathleen mays,238.1656066,Kathleen,Mays,true
michelle park,150.4001203,Michelle,Park,true
laura reynolds,20.08924577,Laura,Reynolds,
ashley kaiser,218.399504,Ashley,Kaiser,true
reginald owens,46.55328685,Reginald,Owens,
michael conway,84.09316114,Michael,Conway,
sheila pham,5.713231688,Sheila,Pham,
christie smith,70.21735457,Christie,Smith,
allison carroll,27.65684629,Allison,Carroll,
donna perez,187.3279401,Donna,Perez,true
sierra richmond,299.4492042,Sierra,Richmond,true
steven wallace,173.0025685,Steven,Wallace,true
jeremy thompson,106.6102612,Jeremy,Thompson,true
jennifer mccormick,142.7564741,Jennifer,Mccormick,true
eric garcia,27.56450393,Eric,Garcia,
matthew beasley,248.9927372,Matthew,Beasley,true
jason robinson,249.4550365,Jason,Robinson,true
vicki espinoza,285.9638855,Vicki,Espinoza,true
steven snyder,182.0351514,Steven,Snyder,true
michelle randolph,70.72106315,Michelle,Randolph,
michelle francis,10.01541777,Michelle,Francis,
steven baker,293.7505039,Steven,Baker,true
zachary johnson,36.97003142,Zachary,Johnson,
marc velasquez,174.3901749,Marc,Velasquez,true
john carr,50.11746076,John,Carr,
kimberly castillo,243.873678,Kimberly,Castillo,true
jay lopez,286.8001088,Jay,Lopez,true
amanda bridges,81.85722081,Amanda,Bridges,
jessica swanson,60.96199005,Jessica,Swanson,
jose gonzalez,77.84428182,Jose,Gonzalez,
teresa wright,67.20289619,Teresa,Wright,
michael gutierrez,185.8465011,Michael,Gutierrez,true
hannah marshall,251.8797929,Hannah,Marshall,true
janice davis,290.3767318,Janice,Davis,true
jessica crawford,254.2161442,Jessica,Crawford,true
brian bean,293.1768543,Brian,Bean,true
edward perez,217.694778,Edward,Perez,true
adam miller,49.28081579,Adam,Miller,
veronica gray,140.9945255,Veronica,Gray,true
linda turner,238.5612942,Linda,Turner,true
debra roberts,69.38949206,Debra,Roberts,
david sampson,77.05304682,David,Sampson,
sarah cochran,138.6132102,Sarah,Cochran,true
regina holland,151.2011694,Regina,Holland,true
mario ortiz,27.08442817,Mario,Ortiz,
maria gonzalez,164.6440389,Maria,Gonzalez,true
albert perez,163.1980752,Albert,Perez,true
daisy mccarthy,87.96439172,Daisy,Mccarthy,
anna leonard,75.54719134,Anna,Leonard,
catherine mosley,188.3490593,Catherine,Mosley,true
april miranda,82.64651651,April,Miranda,
michael walker,288.9294858,Michael,Walker,true
abigail lam,255.3722151,Abigail,Lam,true
alan graham,92.78682106,Alan,Graham,
jennifer diaz,77.85479921,Jennifer,Diaz,
sean rogers,186.3926468,Sean,Rogers,true
anthony jackson,200.012596,Anthony,Jackson,true
william taylor,117.9694277,William,Taylor,true
richard robinson,200.9108703,Richard,Robinson,true
nicholas barnes,219.4003858,Nicholas,Barnes,true
brittany austin,233.7352503,Brittany,Austin,true
robin schmidt,96.69826813,Robin,Schmidt,
kendra monroe,226.0007767,Kendra,Monroe,true
nancy grant,23.79829866,Nancy,Grant,
nicole grant,155.9845125,Nicole,Grant,true
courtney thompson,52.85276041,Courtney,Thompson,
jeanette washington,291.525558,Jeanette,Washington,true
james yates,224.8736142,James,Yates,true
justin knox,115.9751733,Justin,Knox,true
melissa thompson,200.8616238,Melissa,Thompson,true
steven lee,140.357855,Steven,Lee,true
allison fisher,231.493857,Allison,Fisher,true
mark phillips,197.2517291,Mark,Phillips,true
elijah harrison,151.5804694,Elijah,Harrison,true
paul farley,9.419976358,Paul,Farley,
jennifer cole,47.39545601,Jennifer,Cole,
michael tucker,146.7478801,Michael,Tucker,true
david steele,276.1640965,David,Steele,true
monica hodges,203.3130423,Monica,Hodges,true
scott wallace,23.24585982,Scott,Wallace,
antonio paul,93.39602908,Antonio,Paul,
melissa wright,68.62696415,Melissa,Wright,
stephanie price,27.22765203,Stephanie,Price,
denise kennedy,233.4665428,Denise,Kennedy,true
melissa walsh,177.8587959,Melissa,Walsh,true
leslie spence,156.2011959,Leslie,Spence,true
rachel walker,144.4395327,Rachel,Walker,true
donald horn,13.06347134,Donald,Horn,
christopher rojas,94.08806986,Christopher,Rojas,
robert crawford,216.6530778,Robert,Crawford,true
larry brown,174.1807324,Larry,Brown,true
becky swanson,245.854615,Becky,Swanson,true
gary howard,25.93975342,Gary,Howard,
christopher marks,111.8467919,Christopher,Marks,true
bonnie alexander,136.6295853,Bonnie,Alexander,true
brandon stevens,77.20691708,Brandon,Stevens,
lori guerra,99.72772588,Lori,Guerra,
michele alvarado,243.9872024,Michele,Alvarado,true
christine lee,8.809339101,Christine,Lee,
jamie fry,159.7067216,Jamie,Fry,true
christopher perez,102.943584,Christopher,Perez,true
matthew carter,194.2873257,Matthew,Carter,true
jason hunter,78.76406316,Jason,Hunter,
tyler henry,186.9624462,Tyler,Henry,true
tiffany harris,17.69659156,Tiffany,Harris,
matthew young,39.12254966,Matthew,Young,
juan brewer,152.9624792,Juan,Brewer,true
mark riggs,44.1758436,Mark,Riggs,
brittany stewart,273.5307309,Brittany,Stewart,true
terry davis,271.779368,Terry,Davis,true
jessica oneill,157.5131207,Jessica,Oneill,true
kimberly ortiz,55.25093947,Kimberly,Ortiz,
zoe walls,248.8666069,Zoe,Walls,true
sara wallace,155.8794176,Sara,Wallace,true
nicole jenkins,291.5121227,Nicole,Jenkins,true
austin kelly,85.87572125,Austin,Kelly,
sarah knox,169.1586193,Sarah,Knox,true
alison carroll,115.3401313,Alison,Carroll,true
robert buchanan,163.3260388,Robert,Buchanan,true
penny wilson,178.7969799,Penny,Wilson,true
leslie perez,77.95375736,Leslie,Perez,
brittney marquez,149.1772445,Brittney,Marquez,true
andrew bird,265.9158101,Andrew,Bird,true
maria hughes,12.57040265,Maria,Hughes,
clayton williams,31.850547,Clayton,Williams,
mary pittman,92.02540242,Mary,Pittman,
james garner,81.96609867,James,Garner,
randy middleton,117.0928987,Randy,Middleton,true
alexis gardner,83.35923458,Alexis,Gardner,
laurie garner,145.0603215,Laurie,Garner,true
danny bush,111.9976845,Danny,Bush,true
joseph smith,291.0800293,Joseph,Smith,true
edgar armstrong,185.9187088,Edgar,Armstrong,true
samantha scott,97.8742131,Samantha,Scott,
troy coleman,74.57492247,Troy,Coleman,
brian young,130.9974595,Brian,Young,true
timothy perez,113.6574668,Timothy,Perez,true
sierra nguyen,110.8481766,Sierra,Nguyen,true
cynthia murphy,296.0078137,Cynthia,Murphy,true
julie diaz,269.4894015,Julie,Diaz,true
andrew silva,46.15639765,Andrew,Silva,
gary costa,287.0365933,Gary,Costa,true
jasmine berg,127.1426355,Jasmine,Berg,true
glenda brown,85.60391824,Glenda,Brown,
jonathan boone,172.4624408,Jonathan,Boone,true
cynthia jimenez,51.80996198,Cynthia,Jimenez,
cynthia morgan,283.3294115,Cynthia,Morgan,true
dwayne browning,14.24525264,Dwayne,Browning,
brittany lewis,150.9075783,Brittany,Lewis,true
zachary johnson,139.6464165,Zachary,Johnson,true
kayla wilson,48.84395071,Kayla,Wilson,
andrew doyle,245.0864465,Andrew,Doyle,true
jennifer parks,12.79843948,Jennifer,Parks,
daniel phelps,176.735085,Daniel,Phelps,true
lindsey quinn,57.57356582,Lindsey,Quinn,
brian walker,34.96349578,Brian,Walker,
bradley curry,104.0291615,Bradley,Curry,true
roy cohen,148.4924569,Roy,Cohen,true
david black,148.4850266,David,Black,true
julie gonzales,275.8513843,Julie,Gonzales,true
paula williams,190.6605351,Paula,Williams,true
james clark,117.5715047,James,Clark,true
christopher robinson,14.26584056,Christopher,Robinson,
william carr,85.40738917,William,Carr,
todd dunlap,38.32006005,Todd,Dunlap,
kimberly morales,206.4438618,Kimberly,Morales,true
jesse welch,267.5034898,Jesse,Welch,true
laura leblanc,205.9617908,Laura,Leblanc,true
susan parker,7.389760853,Susan,Parker,
laurie harris,229.6976024,Laurie,Harris,true
natalie lawrence,86.76833663,Natalie,Lawrence,
kara hanson,275.4377145,Kara,Hanson,true
joseph walker,135.4741342,Joseph,Walker,true
gregory davis,155.6667394,Gregory,Davis,true
paul erickson,192.4996457,Paul,Erickson,true
preston holmes,36.86205402,Preston,Holmes,
joy buck,40.94451902,Joy,Buck,
brian sherman,279.4530254,Brian,Sherman,true
brandon davis,17.82461557,Brandon,Davis,
patricia hamilton,63.2328385,Patricia,Hamilton,
shawn garcia,227.491116,Shawn,Garcia,true
william stone,48.99103482,William,Stone,
brian cunningham,294.7646142,Brian,Cunningham,true
shawn norman,113.8520429,Shawn,Norman,true
evan ibarra,32.32820193,Evan,Ibarra,
logan porter,157.574472,Logan,Porter,true
kerry gibson,216.9486908,Kerry,Gibson,true
christine parsons,232.117075,Christine,Parsons,true
erica chung,204.1409177,Erica,Chung,true
alan collins,29.58632408,Alan,Collins,
john robinson,60.37353075,John,Robinson,
monique santos,82.08256587,Monique,Santos,
nicole mason,190.2387349,Nicole,Mason,true
michael knight,238.7576833,Michael,Knight,true
john bishop,18.29168554,John,Bishop,
christopher odom,282.9931871,Christopher,Odom,true
michael walker,149.8428493,Michael,Walker,true
crystal wall,187.5868027,Crystal,Wall,true
christian ramirez,258.4106206,Christian,Ramirez,true
kevin rowland,185.6410425,Kevin,Rowland,true
candice mcintosh,266.2706673,Candice,Mcintosh,true
leslie hoffman,282.0595113,Leslie,Hoffman,true
james johnson,263.3739193,James,Johnson,true
jennifer shepherd,183.9723914,Jennifer,Shepherd,true
susan tucker,187.4994162,Susan,Tucker,true
michele harvey,271.0984188,Michele,Harvey,true
teresa collins,186.971541,Teresa,Collins,true
jonathan leblanc,128.2066648,Jonathan,Leblanc,true
stephanie morgan,209.8417398,Stephanie,Morgan,true
michael duran,67.48301306,Michael,Duran,
daniel cannon,193.3728586,Daniel,Cannon,true
kayla butler,157.4052214,Kayla,Butler,true
jimmy harrell,162.6953645,Jimmy,Harrell,true
jeffery fuentes,32.984417,Jeffery,Fuentes,
lucas rivera,280.9708055,Lucas,Rivera,true
mark le,197.9575702,Mark,Le,true
taylor myers,92.37292177,Taylor,Myers,
robert berger,41.58251872,Robert,Berger,
victor white,71.28349376,Victor,White,
caroline powell,59.57791041,Caroline,Powell,
erica austin,225.3624114,Erica,Austin,true
douglas henry,260.1867786,Douglas,Henry,true
monica miller,45.66425505,Monica,Miller,
kimberly martin,42.84980233,Kimberly,Martin,
felicia larson,184.2056338,Felicia,Larson,true
cassandra frazier,19.26672707,Cassandra,Frazier,
heather phelps,119.0145624,Heather,Phelps,true
john hart,181.2802443,John,Hart,true
meredith moore,84.42598279,Meredith,Moore,
isabel pratt,24.78342559,Isabel,Pratt,
misty martin,269.9902036,Misty,Martin,true
jessica richards,64.72664573,Jessica,Richards,
margaret campbell,174.2986324,Margaret,Campbell,true
michael frazier,47.5799292,Michael,Frazier,
michael sharp,115.6658502,Michael,Sharp,true
cindy pena,152.2234362,Cindy,Pena,true
jacob dominguez,153.4779672,Jacob,Dominguez,true
cody scott,66.56588387,Cody,Scott,
nicole coffey,118.1952751,Nicole,Coffey,true
crystal snyder,155.4661092,Crystal,Snyder,true
matthew love,285.0975409,Matthew,Love,true
marcus ortega,188.1094588,Marcus,Ortega,true
jason jackson,99.20589923,Jason,Jackson,
daniel ramos,58.31985367,Daniel,Ramos,
raymond wilson,200.3855625,Raymond,Wilson,true
lindsey garcia,170.9951265,Lindsey,Garcia,true
donna orr,40.46338096,Donna,Orr,
wendy horn,5.929938406,Wendy,Horn,
mario mclaughlin,90.33380664,Mario,Mclaughlin,
benjamin barron,20.67124478,Benjamin,Barron,
mark moss,33.79532722,Mark,Moss,
travis garza,82.87258331,Travis,Garza,
george lopez,0.942247688,George,Lopez,
gabriel barnes,69.59826205,Gabriel,Barnes,
daniel johnson,214.52403,Daniel,Johnson,true
mitchell davis,158.7827112,Mitchell,Davis,true
mark white,56.21176867,Mark,White,
michael foster,115.2422325,Michael,Foster,true
pamela solis,66.64708198,Pamela,Solis,
maxwell frost,0.006023502,Maxwell,Frost,
chad jones,67.87794806,Chad,Jones,
don mcdaniel,228.5918739,Don,Mcdaniel,true
lisa morrison,73.99054689,Lisa,Morrison,
jeffrey clark,239.4386554,Jeffrey,Clark,true
melissa santiago,128.2616391,Melissa,Santiago,true
jason adams,21.57128968,Jason,Adams,
wendy myers,263.6809245,Wendy,Myers,true
norman wade,99.62709317,Norman,Wade,
